country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Dominican Republic,DO,DOM,214,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.5399999619999996,Male,Units,%,Modelled,,,Total
Dominican Republic,DO,DOM,214,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.179999828,Total,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.720000029,Female,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.319999933,Male,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.529999971,Total,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.0599999429999998,Female,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.320000172,Male,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.220000029,Total,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.4400000570000002,Female,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.779999971,Male,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.130000114,Total,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.28000021,Female,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.380000114,Male,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.849999905,Total,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.38000011,Female,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,12.56000042,Male,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.97000027,Total,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.74000001,Female,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.820000052,Male,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.779999971,Total,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.1900000570000002,Female,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.340000153,Male,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.7699999809999998,Total,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.850000381,Female,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,19.19000053,Male,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,14.600000380000001,Total,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.49000001,Female,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.429999828,Male,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.46999979,Total,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.340000033,Female,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.319999933,Male,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.840000033,Total,Units,%,Modelled,,,Total
France,FR,FRA,250,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.25,Female,Units,%,Modelled,,,Total
France,FR,FRA,250,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.900000095,Male,Units,%,Modelled,,,Total
France,FR,FRA,250,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.609999895,Total,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.429999948,Female,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.710000038,Male,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.570000052,Total,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.300000191,Female,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.170000076,Male,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.739999771,Total,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.649999619,Female,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.22000027,Male,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.43999958,Total,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.950000048,Female,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.910000086,Male,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.930000067,Total,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.399999976,Female,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.170000076,Male,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.799999952,Total,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.360000134,Female,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.31000042,Male,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.340000153,Total,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.9700000286,Female,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.50999999,Male,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.25,Total,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.129999995,Female,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.330000043,Male,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.230000019,Total,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.110000134,Female,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.650000095,Male,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.3800001140000004,Total,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.610000014,Female,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.74000001,Male,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.180000067,Total,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.510000229,Female,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.72999954,Male,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.159999847,Total,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.090000153,Female,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.19999981,Male,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.679999828,Total,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.610000134,Female,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.900000095,Male,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.760000229,Total,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.7300000190000002,Female,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.599999905,Male,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.170000076,Total,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.170000076,Female,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.25999999,Male,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.7300000190000002,Total,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.7699999809999998,Female,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.369999886,Male,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.069999933,Total,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.669999957,Female,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.529999971,Male,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.109999895,Total,Units,%,Modelled,,,Total
India,IN,IND,356,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,20.200000760000002,Female,Units,%,Modelled,,,Total
India,IN,IND,356,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,21.70999908,Male,Units,%,Modelled,,,Total
India,IN,IND,356,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,20.98999977,Total,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.5399999619999996,Female,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.68999958,Male,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.149999619,Total,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.949999809,Female,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.14000034,Male,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.05000019,Total,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.5999999049999998,Female,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.400000095,Male,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.5199999809999998,Total,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.8600000143,Female,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.029999971,Male,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.460000038,Total,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.549999952,Female,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.470000029,Male,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.0199999809999998,Total,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.659999967,Female,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.6500000950000002,Male,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.170000076,Total,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.119999886,Female,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.039999962,Male,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.569999933,Total,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.529999971,Female,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.049999952,Male,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.3099999429999998,Total,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.119999886,Female,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.859999895,Male,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.5,Total,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.769999981,Female,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.670000076,Male,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.230000019,Total,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.7899999619999996,Female,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.61999989,Male,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.210000038,Total,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.6499999762,Female,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.450000048,Male,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.049999952,Total,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.75999999,Female,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.589999914,Male,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.119999886,Total,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.670000076,Female,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.380000114,Male,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.5199999809999998,Total,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.449999809,Female,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.5,Male,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.510000229,Total,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.909999967,Female,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.980000019,Male,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.950000048,Total,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.919999957,Female,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.6500000950000002,Male,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.289999962,Total,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.74000001,Female,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.420000076,Male,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.070000172,Total,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.879999995,Female,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.06000042,Male,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.010000229,Total,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.380000114,Female,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.03000021,Male,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.739999771,Total,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.8099999429999998,Female,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.50999999,Male,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.660000086,Total,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.580000043,Female,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.2699999809999998,Male,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.929999948,Total,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.820000172,Female,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.859999657,Male,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.360000134,Total,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.339999914,Female,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.070000172,Male,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.200000048,Total,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.110000134,Female,Units,%,Modelled,,,Total
